-------------------B----------------------
#_0:;MNB;Quantity: ;1price:;11,92;Next price: ;;
#_1:;MNB;Quantity: ;50price:;10,38;Next price: ;;
#_2:;MNB;Quantity: ;100price:;5,34;Next price: ;;
#_3:;MNB;Quantity: ;250price:;4,68;Next price: ;;
#_4:;MNB;Quantity: ;500price:;4,34;Next price: ;;
#_5:;MNB;Quantity: ;1.000price:;4,18;Next price: ;;
#_6:;MNB;Quantity: ;2.500price:;3,60;Next price: ;;
#_7:;MNB;Quantity: ;5.000price:;3,36;Next price: ;;
#_8:;MNB;Quantity: ;10.000price:;3,36;Next price: ;;
#_9:;MNB;Quantity: ;20.000price:;3,36;Next price: ;;
---------------------END------------------------;
:
-------------------B----------------------
#_0:;MNB;Quantity: ;1price:;11,92;Next price: ;;
#_1:;MNB;Quantity: ;50price:;10,38;Next price: ;;
#_2:;MNB;Quantity: ;100price:;5,34;Next price: ;;
#_3:;MNB;Quantity: ;250price:;4,68;Next price: ;;
#_4:;MNB;Quantity: ;500price:;4,34;Next price: ;;
#_5:;MNB;Quantity: ;1.000price:;4,18;Next price: ;;
#_6:;MNB;Quantity: ;2.500price:;3,60;Next price: ;;
#_7:;MNB;Quantity: ;5.000price:;3,36;Next price: ;;
#_8:;MNB;Quantity: ;10.000price:;3,36;Next price: ;;
#_9:;MNB;Quantity: ;20.000price:;3,36;Next price: ;;
---------------------END------------------------;
:
-------------------B----------------------
#_0:;MNB;Quantity: ;1price:;11,92;Next price: ;;
#_1:;MNB;Quantity: ;50price:;10,38;Next price: ;;
#_2:;MNB;Quantity: ;100price:;5,34;Next price: ;;
#_3:;MNB;Quantity: ;250price:;4,68;Next price: ;;
#_4:;MNB;Quantity: ;500price:;4,34;Next price: ;;
#_5:;MNB;Quantity: ;1.000price:;4,18;Next price: ;;
#_6:;MNB;Quantity: ;2.500price:;3,60;Next price: ;;
#_7:;MNB;Quantity: ;5.000price:;3,36;Next price: ;;
#_8:;MNB;Quantity: ;10.000price:;3,36;Next price: ;;
