ParentSKU;	SKU;	ColorName;	InternetName;	InternetTxt;	Q1;	Q2;	Q3;	Q4;	Q5;	Q6;	P1;	P2;	P3;	P4;	P5;	P6;	GrossNett;	ImprintType_IL1_T1;	ImprintDescription_IL1_T1;	ImprintImage_IL1_T1;	PriceClass_IL1_T1;	PriceClass_IL1_CN;	SetupFee_IL1_T1;	SetupFee_IL1_T1_NextColor;	SetupFeeStructure_IL1_T1;	ExcludeFreeSetupCosts_IL1_T1;	ImprintSize_IL1_T1;	MaxColors_IL1_T1;	Handling_IL1_T1;	ImprintType_IL1_T2;	ImprintDescription_IL1_T2;	ImprintImage_IL1_T2;	PriceClass_IL1_T2;	PriceClass_IL1_CN2;	SetupFee_IL1_T2;	SetupFee_IL1_T2_NextColor;	SetupFeeStructure_IL1_T2;	ExcludeFreeSetupCosts_IL1_T2;	ImprintSize_IL1_T2;	MaxColors_IL1_T2;	Handling_IL1_T2	ImprintType_IL1_T3;	ImprintDescription_IL1_T3;	ImprintImage_IL1_T3	PriceClass_IL1_T3;	PriceClass_IL1_CN3;	SetupFee_IL1_T3;	SetupFee_IL1_T3_NextColor;	SetupFeeStructure_IL1_T3;	ExcludeFreeSetupCosts_IL1_T3;	ImprintSize_IL1_T3;	MaxColors_IL1_T3;	Handling_IL1_T3;	ImprintType_IL1_T4;	ImprintDescription_IL1_T4;	ImprintImage_IL1_T4;	PriceClass_IL1_T4;	PriceClass_IL1_CN4;	SetupFee_IL1_T4;	SetupFee_IL1_T4_NextColor;	SetupFeeStructure_IL1_T4;	ExcludeFreeSetupCosts_IL1_T4;	ImprintSize_IL1_T4;	MaxColors_IL1_T4;	Handling_IL1_T4	ImprintType_IL1_T5;	ImprintDescription_IL1_T5;	ImprintImage_IL1_T5	PriceClass_IL1_T5;	PriceClass_IL1_CN5;	SetupFee_IL1_T5;	SetupFee_IL1_T5_NextColor;	SetupFeeStructure_IL1_T5;	ExcludeFreeSetupCosts_IL1_T5;	ImprintSize_IL1_T5;	MaxColors_IL1_T5;	Handling_IL1_T5	ImprintType_IL1_T6;	ImprintDescription_IL1_T6;	ImprintImage_IL1_T6;	PriceClass_IL1_T6;	PriceClass_IL1_CN6;	SetupFee_IL1_T6;	SetupFee_IL1_T6_NextColor;	SetupFeeStructure_IL1_T6;	ExcludeFreeSetupCosts_IL1_T6;	ImprintSize_IL1_T6;	MaxColors_IL1_T6;	Handling_IL1_T6;	IntraCode;	CountryOfOrigin;	OuterCartonPieces;	OuterCartonLength;	OuterCartonWidth;	OuterCartonHeight;	CommercialItemLength;	CommercialItemWidth;	CommercialItemHeight;	CommercialItemWeight;	Flavours;	Sizes;	WritingColor;	CapacityTxt;	OrderUnit;	MainGroup;	Material;	BatteryType;	NumberOfBatteries;	ProductImageURL;	DeliveryTimeMT_IL1_T1;	07_12_SearchTerms;	Q_OnPallet;	Brandnames;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SONORA PLUS Notesbog genanvende;IT3775-10;orange;Notesbog genanvendeligt papir;Muistikirjat & Muistivihkot;125;250;500;;2500;5000;10,99;10,00;9,33;8,69;8,28;7,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Muistikirjat & Muistivihkot;;;;;;;;
SONORA PLUS Notesbog genanvende;IT3775-48;lime;Notesbog genanvendeligt papir;Muistikirjat & Muistivihkot;125;250;500;;2500;5000;10,99;10,00;9,33;8,69;8,28;7,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Muistikirjat & Muistivihkot;;;;;;;;
CARTOON Kuglepen i plast bio;IT3780-03;black;Kuglepen i plast bio;kynät & kirjoitusvälineet;125;250;500;;2500;5000;1,45;1,33;1,24;1,15;1,11;1,05;;ROUNDSCREEN;Rotationsserigrafi;;RS2;;53,24;;;;24x45 cm;;;BARREL RIGHT HANDED;Tamponprint;;P2;;38,02;;;;7x70 cm;;;BARREL LEFT HANDED;Tamponprint;;P2;;38,02;;;;7x70 cm;;;BARREL L HANDED PD;Digitalt print;;PD1;;45,82;;;;5x70 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;kynät & kirjoitusvälineet;;;;;;;;
CARTOON Kuglepen i plast bio;IT3780-04;blue;Kuglepen i plast bio;kynät & kirjoitusvälineet;125;250;500;;2500;5000;1,45;1,33;1,24;1,15;1,11;1,05;;ROUNDSCREEN;Rotationsserigrafi;;RS2;;53,24;;;;24x45 cm;;;BARREL RIGHT HANDED;Tamponprint;;P2;;38,02;;;;7x70 cm;;;BARREL LEFT HANDED;Tamponprint;;P2;;38,02;;;;7x70 cm;;;BARREL L HANDED PD;Digitalt print;;PD1;;45,82;;;;5x70 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;kynät & kirjoitusvälineet;;;;;;;;
CARTOON Kuglepen i plast bio;IT3780-05;red;Kuglepen i plast bio;kynät & kirjoitusvälineet;125;250;500;;2500;5000;1,45;1,33;1,24;1,15;1,11;1,05;;ROUNDSCREEN;Rotationsserigrafi;;RS2;;53,24;;;;24x45 cm;;;BARREL RIGHT HANDED;Tamponprint;;P2;;38,02;;;;7x70 cm;;;BARREL LEFT HANDED;Tamponprint;;P2;;38,02;;;;7x70 cm;;;BARREL L HANDED PD;Digitalt print;;PD1;;45,82;;;;5x70 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;kynät & kirjoitusvälineet;;;;;;;;
CARTOON Kuglepen i plast bio;IT3780-06;white;Kuglepen i plast bio;kynät & kirjoitusvälineet;125;250;500;;2500;5000;1,45;1,33;1,24;1,15;1,11;1,05;;ROUNDSCREEN;Rotationsserigrafi;;RS2;;53,24;;;;24x45 cm;;;BARREL RIGHT HANDED;Tamponprint;;P2;;38,02;;;;7x70 cm;;;BARREL LEFT HANDED;Tamponprint;;P2;;38,02;;;;7x70 cm;;;BARREL L HANDED PD;Digitalt print;;PD1;;45,82;;;;5x70 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;kynät & kirjoitusvälineet;;;;;;;;
CARTOON Kuglepen i plast bio;IT3780-10;orange;Kuglepen i plast bio;kynät & kirjoitusvälineet;125;250;500;;2500;5000;1,45;1,33;1,24;1,15;1,11;1,05;;ROUNDSCREEN;Rotationsserigrafi;;RS2;;53,24;;;;24x45 cm;;;BARREL RIGHT HANDED;Tamponprint;;P2;;38,02;;;;7x70 cm;;;BARREL LEFT HANDED;Tamponprint;;P2;;38,02;;;;7x70 cm;;;BARREL L HANDED PD;Digitalt print;;PD1;;45,82;;;;5x70 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;kynät & kirjoitusvälineet;;;;;;;;
CARTOON Kuglepen i plast bio;IT3780-48;lime;Kuglepen i plast bio;kynät & kirjoitusvälineet;125;250;500;;2500;5000;1,45;1,33;1,24;1,15;1,11;1,05;;ROUNDSCREEN;Rotationsserigrafi;;RS2;;53,24;;;;24x45 cm;;;BARREL RIGHT HANDED;Tamponprint;;P2;;38,02;;;;7x70 cm;;;BARREL LEFT HANDED;Tamponprint;;P2;;38,02;;;;7x70 cm;;;BARREL L HANDED PD;Digitalt print;;PD1;;45,82;;;;5x70 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;kynät & kirjoitusvälineet;;;;;;;;
TOTECOLOR Shoppingbag i nonwove;IT3787-03;black;Shoppingbag i nonwoven;Ostos- & Kangaskassit;125;250;500;;2500;5000;4,11;3,73;3,49;3,25;3,09;2,95;;FRONT;Serigrafi;;S1;;38,02;;;;300x300 cm;;;FRONT;Skærmtransfer;;T1;;38,02;;;;300x300 cm;;;BACK;Serigrafi;;S1;;38,02;;;;300x300 cm;;;FRONT TD1;Digital transfer;;TD1;;53,24;;;;260x300 cm;;;BACK TD1;Digital transfer;;TD1;;53,24;;;;260x300 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ostos- & Kangaskassit;;;;;;;;
TOTECOLOR Shoppingbag i nonwove;IT3787-04;blue;Shoppingbag i nonwoven;Ostos- & Kangaskassit;125;250;500;;2500;5000;4,11;3,73;3,49;3,25;3,09;2,95;;FRONT;Serigrafi;;S1;;38,02;;;;300x300 cm;;;FRONT;Skærmtransfer;;T1;;38,02;;;;300x300 cm;;;BACK;Serigrafi;;S1;;38,02;;;;300x300 cm;;;FRONT TD1;Digital transfer;;TD1;;53,24;;;;260x300 cm;;;BACK TD1;Digital transfer;;TD1;;53,24;;;;260x300 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ostos- & Kangaskassit;;;;;;;;
TOTECOLOR Shoppingbag i nonwove;IT3787-05;red;Shoppingbag i nonwoven;Ostos- & Kangaskassit;125;250;500;;2500;5000;4,11;3,73;3,49;3,25;3,09;2,95;;FRONT;Serigrafi;;S1;;38,02;;;;300x300 cm;;;FRONT;Skærmtransfer;;T1;;38,02;;;;300x300 cm;;;BACK;Serigrafi;;S1;;38,02;;;;300x300 cm;;;FRONT TD1;Digital transfer;;TD1;;53,24;;;;260x300 cm;;;BACK TD1;Digital transfer;;TD1;;53,24;;;;260x300 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ostos- & Kangaskassit;;;;;;;;
TOTECOLOR Shoppingbag i nonwove;IT3787-06;white;Shoppingbag i nonwoven;Ostos- & Kangaskassit;125;250;500;;2500;5000;4,11;3,73;3,49;3,25;3,09;2,95;;FRONT;Serigrafi;;S1;;38,02;;;;300x300 cm;;;FRONT;Skærmtransfer;;T1;;38,02;;;;300x300 cm;;;BACK;Serigrafi;;S1;;38,02;;;;300x300 cm;;;FRONT TD1;Digital transfer;;TD1;;53,24;;;;260x300 cm;;;BACK TD1;Digital transfer;;TD1;;53,24;;;;260x300 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ostos- & Kangaskassit;;;;;;;;
TOTECOLOR Shoppingbag i nonwove;IT3787-07;grey;Shoppingbag i nonwoven;Ostos- & Kangaskassit;125;250;500;;2500;5000;4,11;3,73;3,49;3,25;3,09;2,95;;FRONT;Serigrafi;;S1;;38,02;;;;300x300 cm;;;FRONT;Skærmtransfer;;T1;;38,02;;;;300x300 cm;;;BACK;Serigrafi;;S1;;38,02;;;;300x300 cm;;;FRONT TD1;Digital transfer;;TD1;;53,24;;;;260x300 cm;;;BACK TD1;Digital transfer;;TD1;;53,24;;;;260x300 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ostos- & Kangaskassit;;;;;;;;
TOTECOLOR Shoppingbag i nonwove;IT3787-08;yellow;Shoppingbag i nonwoven;Ostos- & Kangaskassit;125;250;500;;2500;5000;4,11;3,73;3,49;3,25;3,09;2,95;;FRONT;Serigrafi;;S1;;38,02;;;;300x300 cm;;;FRONT;Skærmtransfer;;T1;;38,02;;;;300x300 cm;;;BACK;Serigrafi;;S1;;38,02;;;;300x300 cm;;;FRONT TD1;Digital transfer;;TD1;;53,24;;;;260x300 cm;;;BACK TD1;Digital transfer;;TD1;;53,24;;;;260x300 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ostos- & Kangaskassit;;;;;;;;
TOTECOLOR Shoppingbag i nonwove;IT3787-09;green;Shoppingbag i nonwoven;Ostos- & Kangaskassit;125;250;500;;2500;5000;4,11;3,73;3,49;3,25;3,09;2,95;;FRONT;Serigrafi;;S1;;38,02;;;;300x300 cm;;;FRONT;Skærmtransfer;;T1;;38,02;;;;300x300 cm;;;BACK;Serigrafi;;S1;;38,02;;;;300x300 cm;;;FRONT TD1;Digital transfer;;TD1;;53,24;;;;260x300 cm;;;BACK TD1;Digital transfer;;TD1;;53,24;;;;260x300 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ostos- & Kangaskassit;;;;;;;;
TOTECOLOR Shoppingbag i nonwove;IT3787-10;orange;Shoppingbag i nonwoven;Ostos- & Kangaskassit;125;250;500;;2500;5000;4,11;3,73;3,49;3,25;3,09;2,95;;FRONT;Serigrafi;;S1;;38,02;;;;300x300 cm;;;FRONT;Skærmtransfer;;T1;;38,02;;;;300x300 cm;;;BACK;Serigrafi;;S1;;38,02;;;;300x300 cm;;;FRONT TD1;Digital transfer;;TD1;;53,24;;;;260x300 cm;;;BACK TD1;Digital transfer;;TD1;;53,24;;;;260x300 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ostos- & Kangaskassit;;;;;;;;
TOTECOLOR Shoppingbag i nonwove;IT3787-12;turquoise;Shoppingbag i nonwoven;Ostos- & Kangaskassit;125;250;500;;2500;5000;4,11;3,73;3,49;3,25;3,09;2,95;;FRONT;Serigrafi;;S1;;38,02;;;;300x300 cm;;;FRONT;Skærmtransfer;;T1;;38,02;;;;300x300 cm;;;BACK;Serigrafi;;S1;;38,02;;;;300x300 cm;;;FRONT TD1;Digital transfer;;TD1;;53,24;;;;260x300 cm;;;BACK TD1;Digital transfer;;TD1;;53,24;;;;260x300 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ostos- & Kangaskassit;;;;;;;;
TOTECOLOR Shoppingbag i nonwove;IT3787-37;royal blue;Shoppingbag i nonwoven;Ostos- & Kangaskassit;125;250;500;;2500;5000;4,11;3,73;3,49;3,25;3,09;2,95;;FRONT;Serigrafi;;S1;;38,02;;;;300x300 cm;;;FRONT;Skærmtransfer;;T1;;38,02;;;;300x300 cm;;;BACK;Serigrafi;;S1;;38,02;;;;300x300 cm;;;FRONT TD1;Digital transfer;;TD1;;53,24;;;;260x300 cm;;;BACK TD1;Digital transfer;;TD1;;53,24;;;;260x300 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ostos- & Kangaskassit;;;;;;;;
TOTECOLOR Shoppingbag i nonwove;IT3787-38;fuchsia;Shoppingbag i nonwoven;Ostos- & Kangaskassit;125;250;500;;2500;5000;4,11;3,73;3,49;3,25;3,09;2,95;;FRONT;Serigrafi;;S1;;38,02;;;;300x300 cm;;;FRONT;Skærmtransfer;;T1;;38,02;;;;300x300 cm;;;BACK;Serigrafi;;S1;;38,02;;;;300x300 cm;;;FRONT TD1;Digital transfer;;TD1;;53,24;;;;260x300 cm;;;BACK TD1;Digital transfer;;TD1;;53,24;;;;260x300 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ostos- & Kangaskassit;;;;;;;;
TOTECOLOR Shoppingbag i nonwove;IT3787-53;ivory;Shoppingbag i nonwoven;Ostos- & Kangaskassit;125;250;500;;2500;5000;4,11;3,73;3,49;3,25;3,09;2,95;;FRONT;Serigrafi;;S1;;38,02;;;;300x300 cm;;;FRONT;Skærmtransfer;;T1;;38,02;;;;300x300 cm;;;BACK;Serigrafi;;S1;;38,02;;;;300x300 cm;;;FRONT TD1;Digital transfer;;TD1;;53,24;;;;260x300 cm;;;BACK TD1;Digital transfer;;TD1;;53,24;;;;260x300 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ostos- & Kangaskassit;;;;;;;;
SONORA Notesbog genanvendeligt ;IT3789-03;black;Notesbog genanvendeligt papir;Muistikirjat & Muistivihkot;125;250;500;;2500;5000;8,22;7,46;6,97;6,49;6,19;5,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Muistikirjat & Muistivihkot;;;;;;;;
SONORA Notesbog genanvendeligt ;IT3789-04;blue;Notesbog genanvendeligt papir;Muistikirjat & Muistivihkot;125;250;500;;2500;5000;8,22;7,46;6,97;6,49;6,19;5,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Muistikirjat & Muistivihkot;;;;;;;;
SONORA Notesbog genanvendeligt ;IT3789-05;red;Notesbog genanvendeligt papir;Muistikirjat & Muistivihkot;125;250;500;;2500;5000;8,22;7,46;6,97;6,49;6,19;5,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Muistikirjat & Muistivihkot;;;;;;;;
SONORA Notesbog genanvendeligt ;IT3789-10;orange;Notesbog genanvendeligt papir;Muistikirjat & Muistivihkot;125;250;500;;2500;5000;8,22;7,46;6,97;6,49;6,19;5,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Muistikirjat & Muistivihkot;;;;;;;;
SONORA Notesbog genanvendeligt ;IT3789-48;lime;Notesbog genanvendeligt papir;Muistikirjat & Muistivihkot;125;250;500;;2500;5000;8,22;7,46;6,97;6,49;6,19;5,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Muistikirjat & Muistivihkot;;;;;;;;
CLEARAL Lommeregner solceller;IT3791-04;blue;Lommeregner solceller;Kontor & Arbejde;50;100;250;;2500;5000;24,15;21,96;20,50;19,10;18,21;17,34;;ABOVE BUTTONS;Tamponprint;;P3;;38,02;;;;20x50 cm;;;BACK;Tamponprint;;P3;;38,02;;;;20x50 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kontor & Arbejde;;;;;;;;
DROPPY LCD klocka med stor disp;IT3828-16;matt silver;LCD klocka med stor display;Kontor & Arbejde;25;50;100;;2500;5000;109,55;99,60;93,01;86,63;82,59;78,63;;CAP;Digitalt klistermærke;;DL;;38,02;;;;20x20 cm;;;CAP;Doming;;DO1;;53,24;;;;20x20 cm;;;CAP;Tamponprint;;P4;;38,02;;;;20x20 cm;;;BELOW DISPLAY;Tamponprint;;P4;;38,02;;;;5x20 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kontor & Arbejde;;;;;;;;
FOLBY Shoppingbag i nonwoven;IT3835-05;red;Shoppingbag i nonwoven;Ostos- & Kangaskassit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ostos- & Kangaskassit;;;;;;;;
FOLBY Shoppingbag i nonwoven;IT3835-10;orange;Shoppingbag i nonwoven;Ostos- & Kangaskassit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ostos- & Kangaskassit;;;;;;;;
CATCH&PLAY Boldspil;IT3852-04;blue;Boldspil;;125;250;500;;2500;5000;12,08;10,97;10,25;9,55;9,10;8,66;;INSIDE PIECE 1;Digitalt klistermærke;;DL;;38,02;;;;50x50 cm;;;INSIDE PIECE 1;Tamponprint;;P4;;38,02;;;;50x50 cm;;;INSIDE PIECE 2;Digitalt klistermærke;;DL;;38,02;;;;50x50 cm;;;OUTSIDE PIECE 1;Tamponprint;;P4;;38,02;;;;25x50 cm;;;OUTSIDE PIECE 2;Tamponprint;;P4;;38,02;;;;25x50 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CATCH&PLAY Boldspil;IT3852-10;orange;Boldspil;;125;250;500;;2500;5000;12,08;10,97;10,25;9,55;9,10;8,66;;INSIDE PIECE 1;Digitalt klistermærke;;DL;;38,02;;;;50x50 cm;;;INSIDE PIECE 1;Tamponprint;;P4;;38,02;;;;50x50 cm;;;INSIDE PIECE 2;Digitalt klistermærke;;DL;;38,02;;;;50x50 cm;;;OUTSIDE PIECE 1;Tamponprint;;P4;;38,02;;;;25x50 cm;;;OUTSIDE PIECE 2;Tamponprint;;P4;;38,02;;;;25x50 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FLASHYO Yoyo med lys;IT3854-04;blue;Yoyo med lys;Lelut & Pelit;125;250;500;;2500;5000;10,40;9,45;8,82;8,22;7,84;7,46;;FRONT;Tamponprint;;P3;;38,02;;;;20x20 cm;;;BACK;Tamponprint;;P3;;38,02;;;;20x20 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lelut & Pelit;;;;;;;;
EURING Nøglering metal;IT3866-17;shiny silver;Nøglering metal;Nøgleringe & Nøglesnore;125;250;500;;2500;5000;15,95;14,50;13,54;12,62;12,02;11,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nøgleringe & Nøglesnore;;;;;;;;
ALUTOOL Multiværktøj;IT3874-27;transparent grey;Multiværktøj;Taskulamput & Työkalut;125;250;500;;2500;5000;11,83;10,75;10,05;9,35;8,93;8,50;;LEFT SIDE;Tamponprint;;P4;;38,02;;;;15x60 cm;;;RIGHT SIDE;Tamponprint;;P4;;38,02;;;;15x60 cm;;;LEFT PD;Digitalt print;;PD3;;45,82;;;;15x75 cm;;;RIGHT PD;Digitalt print;;PD3;;45,82;;;;15x75 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Taskulamput & Työkalut;;;;;;;;
ARTEL Kuglepen med bio hætte;IT3892-06;white;Kuglepen med bio hætte;kynät & kirjoitusvälineet;125;250;500;;2500;5000;1,69;1,54;1,43;1,34;1,27;1,20;;BARREL RIGHT HANDED;Tamponprint;;P2;;38,02;;;;5x70 cm;;;BARREL LEFT HANDED;Tamponprint;;P2;;38,02;;;;5x70 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;kynät & kirjoitusvälineet;;;;;;;;
ARTEL Kuglepen med bio hætte;IT3892-13;beige;Kuglepen med bio hætte;kynät & kirjoitusvälineet;125;250;500;;2500;5000;1,69;1,54;1,43;1,34;1,27;1,20;;BARREL RIGHT HANDED;Tamponprint;;P2;;38,02;;;;5x70 cm;;;BARREL LEFT HANDED;Tamponprint;;P2;;38,02;;;;5x70 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;kynät & kirjoitusvälineet;;;;;;;;
TORTON Skopudse sæt;KC1050-17;shiny silver;Skopudse sæt;Matkustaminen;50;100;250;;2500;5000;26,82;24,39;22,77;21,21;20,22;19,24;;TOP;Digitalt klistermærke;;DL;;38,02;;;;60x60 cm;;;TOP;lasergravering;;L3;;23,4;;;;60x60 cm;;;TOP;Tamponprint;;P4;;38,02;;;;60x60 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Matkustaminen;;;;;;;;
FINCLEY Isskraber;KC1063-06;white;Isskraber;Fritid & Udeliv;125;250;500;;2500;5000;3,74;3,40;3,18;2,96;2,82;2,68;;TOP;Digitalt klistermærke;;DL;;38,02;;;;25x65 cm;;;TOP;Doming;;DO1;;53,24;;;;25x65 cm;;;TOP;Tamponprint;;P3;;38,02;;;;25x65 cm;;;HANDLE;Doming;;DO1;;53,24;;;;60x15 cm;;;HANDLE;Tamponprint;;P3;;38,02;;;;60x15 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fritid & Udeliv;;;;;;;;
WATFORD Nøglering med målebånd ;KC1124-06;white;Nøglering med målebånd 1m;Taskulamput & Työkalut;125;250;500;;2500;5000;3,98;3,63;3,37;3,14;2,99;2,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Taskulamput & Työkalut;;;;;;;;
BISCING Metal drikkeflaske 600 ;KC1203-03;black;Metal drikkeflaske 600 ml;;50;100;250;;2500;5000;21,01;19,11;17,84;16,61;15,84;15,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BISCING Metal drikkeflaske 600 ;KC1203-04;blue;Metal drikkeflaske 600 ml;;50;100;250;;2500;5000;21,01;19,11;17,84;16,61;15,84;15,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BISCING Metal drikkeflaske 600 ;KC1203-05;red;Metal drikkeflaske 600 ml;;50;100;250;;2500;5000;21,01;19,11;17,84;16,61;15,84;15,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BISCING Metal drikkeflaske 600 ;KC1203-16;matt silver;Metal drikkeflaske 600 ml;;50;100;250;;2500;5000;21,01;19,11;17,84;16,61;15,84;15,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYDNEY Frisbee;KC1312-04;blue;Frisbee;;125;250;500;;2500;5000;5,92;5,38;5,02;4,68;4,46;4,24;;TOP SCREEN;Serigrafi;;S1;;38,02;;;;50x50 cm;;;TOP DL;Digitalt klistermærke;;DL;;38,02;;;;140x140 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYDNEY Frisbee;KC1312-05;red;Frisbee;;125;250;500;;2500;5000;5,92;5,38;5,02;4,68;4,46;4,24;;TOP SCREEN;Serigrafi;;S1;;38,02;;;;50x50 cm;;;TOP DL;Digitalt klistermærke;;DL;;38,02;;;;140x140 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYDNEY Frisbee;KC1312-06;white;Frisbee;;125;250;500;;2500;5000;5,92;5,38;5,02;4,68;4,46;4,24;;TOP SCREEN;Serigrafi;;S1;;38,02;;;;50x50 cm;;;TOP DL;Digitalt klistermærke;;DL;;38,02;;;;140x140 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYDNEY Frisbee;KC1312-08;yellow;Frisbee;;125;250;500;;2500;5000;5,92;5,38;5,02;4,68;4,46;4,24;;TOP SCREEN;Serigrafi;;S1;;38,02;;;;50x50 cm;;;TOP DL;Digitalt klistermærke;;DL;;38,02;;;;140x140 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
